国家,确诊,治愈,死亡,日期
圣马力诺,538.0,2.0,41.0,2020-04-29
澳大利亚,6731.0,5600.0,84.0,2020-04-29
赤道几内亚,315.0,9.0,1.0,2020-04-29
斯里兰卡,619.0,134.0,7.0,2020-04-29
乌兹别克斯坦,1939.0,992.0,8.0,2020-04-29
赞比亚共和国,97.0,54.0,3.0,2020-04-29
立陶宛,1344.0,536.0,44.0,2020-04-29
牙买加,305.0,0.0,7.0,2020-04-29
拉脱维亚,818.0,267.0,13.0,2020-04-29
肯尼亚,384.0,129.0,14.0,2020-04-29
留尼旺,418.0,0.0,0.0,2020-04-29
委内瑞拉,325.0,0.0,10.0,2020-04-29
吉尔吉斯斯坦,729.0,437.0,8.0,2020-04-29
爱沙尼亚,1660.0,233.0,50.0,2020-04-29
北马其顿,1421.0,589.0,71.0,2020-04-29
突尼斯,975.0,279.0,40.0,2020-04-29
塞浦路斯,843.0,0.0,20.0,2020-04-29
吉布提,1072.0,498.0,2.0,2020-04-29
乍得,46.0,0.0,0.0,2020-04-29
塞拉利昂,99.0,10.0,4.0,2020-04-29
刚果（布）,207.0,19.0,8.0,2020-04-29
坦桑尼亚,480.0,167.0,16.0,2020-04-29
马恩岛,308.0,0.0,18.0,2020-04-29
马里,528.0,19.0,28.0,2020-04-29
巴勒斯坦,497.0,77.0,3.0,2020-04-29
格鲁吉亚,517.0,168.0,6.0,2020-04-29
贝宁,64.0,33.0,1.0,2020-04-29
佛得角,106.0,1.0,1.0,2020-04-29
泽西岛,281.0,0.0,19.0,2020-04-29
克罗地亚,2047.0,1232.0,63.0,2020-04-29
安道尔,748.0,385.0,40.0,2020-04-29
根西岛,247.0,0.0,13.0,2020-04-29
尼泊尔,52.0,12.0,0.0,2020-04-29
南苏丹,34.0,0.0,0.0,2020-04-29
海地,74.0,0.0,6.0,2020-04-29
卢森堡,3729.0,3123.0,88.0,2020-04-29
中非共和国,42.0,10.0,0.0,2020-04-29
乌拉圭,625.0,394.0,15.0,2020-04-29
圣多美和普林西比,8.0,0.0,0.0,2020-04-29
约旦,449.0,348.0,8.0,2020-04-29
法罗群岛,187.0,0.0,0.0,2020-04-29
阿尔巴尼亚,766.0,422.0,30.0,2020-04-29
尼日尔,709.0,403.0,31.0,2020-04-29
马提尼克,175.0,0.0,14.0,2020-04-29
斯威士兰,65.0,10.0,1.0,2020-04-29
泰国,2947.0,2665.0,54.0,2020-04-29
埃塞俄比亚,126.0,50.0,3.0,2020-04-29
法属圭亚那,111.0,0.0,1.0,2020-04-29
马耳他,463.0,339.0,4.0,2020-04-29
直布罗陀,141.0,0.0,1.0,2020-04-29
关岛,138.0,0.0,5.0,2020-04-29
越南,270.0,169.0,0.0,2020-04-29
瓜德罗普岛,149.0,0.0,13.0,2020-04-29
多哥,99.0,62.0,6.0,2020-04-29
卢旺达,212.0,95.0,0.0,2020-04-29
布基纳法索,638.0,476.0,42.0,2020-04-29
马达加斯加,128.0,71.0,0.0,2020-04-29
钻石公主号邮轮,712.0,574.0,13.0,2020-04-29
缅甸,150.0,16.0,5.0,2020-04-29
百慕大,109.0,0.0,6.0,2020-04-29
利比里亚,141.0,45.0,16.0,2020-04-29
特立尼达和多巴哥,116.0,0.0,8.0,2020-04-29
阿鲁巴,100.0,0.0,2.0,2020-04-29
乌干达,79.0,46.0,0.0,2020-04-29
也门共和国,6.0,0.0,0.0,2020-04-29
蒙古,38.0,10.0,0.0,2020-04-29
开曼群岛,70.0,0.0,2.0,2020-04-29
巴哈马,80.0,0.0,11.0,2020-04-29
莫桑比克,76.0,9.0,0.0,2020-04-29
圭亚那,111.0,15.0,8.0,2020-04-29
巴巴多斯,79.0,0.0,6.0,2020-04-29
柬埔寨,122.0,50.0,0.0,2020-04-29
荷属圣马丁,74.0,0.0,13.0,2020-04-29
美属维尔京群岛,59.0,0.0,4.0,2020-04-29
黑山,321.0,153.0,7.0,2020-04-29
冰岛,1795.0,1636.0,10.0,2020-04-29
马拉维,36.0,4.0,3.0,2020-04-29
安哥拉,27.0,6.0,2.0,2020-04-29
不丹,7.0,0.0,0.0,2020-04-29
尼加拉瓜,13.0,0.0,3.0,2020-04-29
文莱,138.0,115.0,1.0,2020-04-29
毛里塔尼亚,7.0,2.0,1.0,2020-04-29
毛里求斯,334.0,302.0,9.0,2020-04-29
厄立特里亚,39.0,6.0,0.0,2020-04-29
新西兰,1126.0,1214.0,19.0,2020-04-29
中国,0.0,0.0,0.0,2020-04-29
津巴布韦,31.0,2.0,4.0,2020-04-29
列支敦士登,83.0,0.0,1.0,2020-04-29
博茨瓦纳,22.0,0.0,1.0,2020-04-29
布隆迪共和国,15.0,4.0,1.0,2020-04-29
冈比亚,10.0,2.0,1.0,2020-04-29
叙利亚,43.0,14.0,3.0,2020-04-29
北马里亚纳群岛联邦,14.0,0.0,2.0,2020-04-29
圣马丁岛,38.0,0.0,3.0,2020-04-29
梵蒂冈,9.0,0.0,0.0,2020-04-29
法属波利尼西亚,58.0,0.0,0.0,2020-04-29
利比亚,61.0,18.0,2.0,2020-04-29
英属维尔京群岛,6.0,0.0,1.0,2020-04-29
安提瓜和巴布达,24.0,0.0,3.0,2020-04-29
格林那达,18.0,0.0,0.0,2020-04-29
圣卢西亚,15.0,0.0,0.0,2020-04-29
圣文森特和格林纳丁斯,15.0,0.0,0.0,2020-04-29
库拉索岛,16.0,0.0,1.0,2020-04-29
特克斯和凯科斯群岛,12.0,0.0,1.0,2020-04-29
荷兰加勒比地区,6.0,0.0,0.0,2020-04-29
东帝汶,24.0,0.0,0.0,2020-04-29
福克兰群岛,13.0,0.0,0.0,2020-04-29
蒙特塞拉特,11.0,0.0,1.0,2020-04-29
摩纳哥,98.0,3.0,3.0,2020-04-29
老挝,19.0,0.0,0.0,2020-04-29
斐济,18.0,0.0,0.0,2020-04-29
新喀里多尼亚,18.0,0.0,0.0,2020-04-29
伯利兹,18.0,0.0,2.0,2020-04-29
多米尼克,16.0,0.0,0.0,2020-04-29
圣其茨和尼维斯,15.0,0.0,0.0,2020-04-29
纳米比亚,16.0,3.0,0.0,2020-04-29
塞舌尔,11.0,0.0,0.0,2020-04-29
格陵兰,11.0,0.0,0.0,2020-04-29
巴布亚新几内亚,8.0,0.0,0.0,2020-04-29
圣巴泰勒米岛,6.0,0.0,0.0,2020-04-29
苏里南,10.0,6.0,1.0,2020-04-29
安圭拉,3.0,0.0,0.0,2020-04-29
圣皮埃尔和密克隆群岛,1.0,0.0,0.0,2020-04-29
圣巴泰勒米,6.0,0.0,0.0,2020-04-29
美国,1040608.0,124064.0,61123.0,2020-04-30
俄罗斯,106498.0,11619.0,1073.0,2020-04-30
英国,165221.0,344.0,26097.0,2020-04-30
巴西,79361.0,34132.0,5511.0,2020-04-30
意大利,203591.0,71252.0,27682.0,2020-04-30
西班牙,213435.0,112050.0,24543.0,2020-04-30
秘鲁,33931.0,10037.0,943.0,2020-04-30
法国,128442.0,48228.0,24087.0,2020-04-30
印度,33160.0,8373.0,1075.0,2020-04-30
荷兰,39316.0,291.0,4795.0,2020-04-30
土耳其,117589.0,44022.0,3081.0,2020-04-30
加拿大,51597.0,20327.0,2996.0,2020-04-30
比利时,48519.0,11576.0,7594.0,2020-04-30
卡塔尔,13409.0,1372.0,10.0,2020-04-30
巴基斯坦,16117.0,4105.0,358.0,2020-04-30
沙特阿拉伯,22753.0,3163.0,162.0,2020-04-30
新加坡,16169.0,1188.0,14.0,2020-04-30
厄瓜多尔,24675.0,1720.0,883.0,2020-04-30
葡萄牙,25045.0,1470.0,989.0,2020-04-30
智利,14365.0,7710.0,207.0,2020-04-30
瑞典,21177.0,1435.0,2604.0,2020-04-30
白俄罗斯,14027.0,2386.0,89.0,2020-04-30
伊朗,94640.0,75103.0,6028.0,2020-04-30
孟加拉国,7667.0,160.0,168.0,2020-04-30
阿联酋,12481.0,2429.0,105.0,2020-04-30
德国,159119.0,123500.0,6288.0,2020-04-30
乌克兰,10406.0,1238.0,261.0,2020-04-30
哥伦比亚,6207.0,1210.0,278.0,2020-04-30
印度尼西亚,10118.0,1522.0,792.0,2020-04-30
波兰,12640.0,3025.0,624.0,2020-04-30
多米尼加,6416.0,993.0,286.0,2020-04-30
墨西哥,17799.0,2627.0,1732.0,2020-04-30
科威特,4024.0,1539.0,26.0,2020-04-30
爱尔兰,20253.0,9233.0,1190.0,2020-04-30
菲律宾,8488.0,1043.0,568.0,2020-04-30
巴拿马,6021.0,455.0,167.0,2020-04-30
挪威,7680.0,0.0,207.0,2020-04-30
埃及,5268.0,1335.0,380.0,2020-04-30
南非,5350.0,1473.0,103.0,2020-04-30
日本,13852.0,1069.0,389.0,2020-04-30
塞尔维亚,9808.0,1592.0,201.0,2020-04-30
罗马尼亚,11978.0,3569.0,675.0,2020-04-30
阿富汗,2171.0,252.0,60.0,2020-04-30
阿根廷,4285.0,1162.0,214.0,2020-04-30
加纳,2074.0,212.0,17.0,2020-04-30
尼日利亚,1728.0,307.0,51.0,2020-04-30
巴林,3037.0,1495.0,8.0,2020-04-30
阿曼,2348.0,495.0,11.0,2020-04-30
以色列,15870.0,8412.0,219.0,2020-04-30
摩洛哥,4359.0,969.0,168.0,2020-04-30
哈萨克斯坦,3205.0,819.0,25.0,2020-04-30
摩尔多瓦,3771.0,1114.0,109.0,2020-04-30
玻利维亚,1014.0,50.0,80.0,2020-04-30
阿尔及利亚,3848.0,1702.0,444.0,2020-04-30
捷克,7563.0,3096.0,227.0,2020-04-30
亚美尼亚,2066.0,929.0,32.0,2020-04-30
波多黎各,1416.0,0.0,77.0,2020-04-30
奥地利,15352.0,12362.0,580.0,2020-04-30
洪都拉斯,702.0,0.0,64.0,2020-04-30
丹麦,9008.0,6121.0,443.0,2020-04-30
芬兰,4906.0,2500.0,199.0,2020-04-30
瑞士,29586.0,23100.0,1423.0,2020-04-30
苏丹,375.0,32.0,28.0,2020-04-30
匈牙利,2775.0,581.0,312.0,2020-04-30
几内亚,1351.0,313.0,7.0,2020-04-30
保加利亚,1488.0,197.0,64.0,2020-04-30
塞内加尔,993.0,334.0,9.0,2020-04-30
危地马拉,530.0,0.0,15.0,2020-04-30
喀麦隆,1832.0,934.0,61.0,2020-04-30
马来西亚,6002.0,4171.0,102.0,2020-04-30
古巴,1437.0,525.0,58.0,2020-04-30
马约特,460.0,0.0,4.0,2020-04-30
希腊,2576.0,577.0,139.0,2020-04-30
索马里,582.0,20.0,28.0,2020-04-30
斯洛文尼亚,1418.0,230.0,89.0,2020-04-30
萨尔瓦多,345.0,0.0,8.0,2020-04-30
刚果（金）,500.0,65.0,31.0,2020-04-30
阿塞拜疆,1717.0,1221.0,22.0,2020-04-30
科特迪瓦,1238.0,557.0,14.0,2020-04-30
塔吉克斯坦,15.0,0.0,0.0,2020-04-30
伊拉克,2003.0,1346.0,92.0,2020-04-30
马尔代夫,277.0,17.0,0.0,2020-04-30
加蓬,276.0,67.0,3.0,2020-04-30
韩国,10765.0,9059.0,247.0,2020-04-30
波黑,1651.0,720.0,65.0,2020-04-30
几内亚比绍,197.0,9.0,1.0,2020-04-30
哥斯达黎加,697.0,0.0,6.0,2020-04-30
斯洛伐克,1396.0,524.0,23.0,2020-04-30
黎巴嫩,725.0,150.0,24.0,2020-04-30
巴拉圭,230.0,78.0,9.0,2020-04-30
圣马力诺,553.0,2.0,41.0,2020-04-30
澳大利亚,6738.0,5600.0,88.0,2020-04-30
赤道几内亚,315.0,9.0,1.0,2020-04-30
斯里兰卡,649.0,136.0,7.0,2020-04-30
乌兹别克斯坦,1955.0,992.0,8.0,2020-04-30
赞比亚共和国,97.0,54.0,3.0,2020-04-30
立陶宛,1449.0,563.0,45.0,2020-04-30
牙买加,364.0,0.0,7.0,2020-04-30
拉脱维亚,849.0,348.0,15.0,2020-04-30
肯尼亚,396.0,144.0,17.0,2020-04-30
留尼旺,418.0,0.0,0.0,2020-04-30
委内瑞拉,329.0,0.0,10.0,2020-04-30
吉尔吉斯斯坦,729.0,437.0,8.0,2020-04-30
爱沙尼亚,1666.0,233.0,50.0,2020-04-30
北马其顿,1442.0,627.0,73.0,2020-04-30
突尼斯,980.0,294.0,40.0,2020-04-30
塞浦路斯,843.0,0.0,20.0,2020-04-30
吉布提,1077.0,599.0,2.0,2020-04-30
乍得,52.0,0.0,2.0,2020-04-30
塞拉利昂,116.0,14.0,4.0,2020-04-30
刚果（布）,220.0,19.0,9.0,2020-04-30
坦桑尼亚,480.0,167.0,16.0,2020-04-30
马恩岛,308.0,0.0,20.0,2020-04-30
马里,582.0,129.0,28.0,2020-04-30
巴勒斯坦,497.0,77.0,3.0,2020-04-30
格鲁吉亚,539.0,178.0,6.0,2020-04-30
贝宁,64.0,33.0,1.0,2020-04-30
佛得角,113.0,1.0,1.0,2020-04-30
泽西岛,283.0,0.0,19.0,2020-04-30
克罗地亚,2062.0,1288.0,67.0,2020-04-30
安道尔,753.0,385.0,41.0,2020-04-30
根西岛,247.0,0.0,13.0,2020-04-30
尼泊尔,54.0,12.0,0.0,2020-04-30
南苏丹,34.0,0.0,0.0,2020-04-30
海地,76.0,0.0,6.0,2020-04-30
卢森堡,3769.0,3123.0,89.0,2020-04-30
中非共和国,50.0,10.0,0.0,2020-04-30
乌拉圭,630.0,411.0,15.0,2020-04-30
圣多美和普林西比,11.0,0.0,0.0,2020-04-30
约旦,451.0,356.0,8.0,2020-04-30
法罗群岛,187.0,0.0,0.0,2020-04-30
阿尔巴尼亚,773.0,422.0,30.0,2020-04-30
尼日尔,713.0,435.0,32.0,2020-04-30
马提尼克,175.0,0.0,14.0,2020-04-30
斯威士兰,91.0,10.0,1.0,2020-04-30
泰国,2954.0,2687.0,54.0,2020-04-30
埃塞俄比亚,130.0,58.0,3.0,2020-04-30
法属圭亚那,124.0,0.0,1.0,2020-04-30
马耳他,465.0,351.0,4.0,2020-04-30
直布罗陀,141.0,0.0,1.0,2020-04-30
关岛,140.0,0.0,5.0,2020-04-30
越南,270.0,169.0,0.0,2020-04-30
瓜德罗普岛,149.0,0.0,13.0,2020-04-30
多哥,109.0,64.0,7.0,2020-04-30
卢旺达,225.0,98.0,0.0,2020-04-30
布基纳法索,641.0,498.0,43.0,2020-04-30
马达加斯加,128.0,71.0,0.0,2020-04-30
钻石公主号邮轮,712.0,574.0,13.0,2020-04-30
缅甸,150.0,16.0,5.0,2020-04-30
百慕大,110.0,0.0,6.0,2020-04-30
利比里亚,141.0,45.0,16.0,2020-04-30
特立尼达和多巴哥,116.0,0.0,8.0,2020-04-30
阿鲁巴,100.0,0.0,2.0,2020-04-30
乌干达,79.0,46.0,0.0,2020-04-30
也门共和国,6.0,0.0,0.0,2020-04-30
蒙古,38.0,10.0,0.0,2020-04-30
开曼群岛,70.0,0.0,2.0,2020-04-30
巴哈马,80.0,0.0,11.0,2020-04-30
莫桑比克,76.0,9.0,0.0,2020-04-30
圭亚那,124.0,15.0,8.0,2020-04-30
巴巴多斯,80.0,0.0,6.0,2020-04-30
柬埔寨,122.0,50.0,0.0,2020-04-30
荷属圣马丁,75.0,0.0,13.0,2020-04-30
美属维尔京群岛,59.0,0.0,4.0,2020-04-30
黑山,322.0,203.0,7.0,2020-04-30
冰岛,1797.0,1656.0,10.0,2020-04-30
马拉维,36.0,4.0,3.0,2020-04-30
安哥拉,27.0,6.0,2.0,2020-04-30
尼加拉瓜,13.0,0.0,3.0,2020-04-30
文莱,138.0,115.0,1.0,2020-04-30
毛里塔尼亚,8.0,6.0,1.0,2020-04-30
毛里求斯,334.0,306.0,10.0,2020-04-30
新西兰,1129.0,1214.0,19.0,2020-04-30
中国,0.0,0.0,0.0,2020-04-30
津巴布韦,40.0,5.0,4.0,2020-04-30
列支敦士登,83.0,0.0,1.0,2020-04-30
博茨瓦纳,23.0,0.0,1.0,2020-04-30
布隆迪共和国,15.0,4.0,1.0,2020-04-30
叙利亚,43.0,14.0,3.0,2020-04-30
圣马丁岛,38.0,0.0,3.0,2020-04-30
梵蒂冈,10.0,0.0,0.0,2020-04-30
科摩罗,1.0,0.0,0.0,2020-04-30
法属波利尼西亚,58.0,0.0,0.0,2020-04-30
利比亚,61.0,18.0,2.0,2020-04-30
英属维尔京群岛,6.0,0.0,1.0,2020-04-30
格林那达,18.0,0.0,0.0,2020-04-30
圣文森特和格林纳丁斯,15.0,0.0,0.0,2020-04-30
库拉索岛,16.0,0.0,1.0,2020-04-30
特克斯和凯科斯群岛,12.0,0.0,1.0,2020-04-30
荷兰加勒比地区,6.0,0.0,0.0,2020-04-30
东帝汶,24.0,0.0,0.0,2020-04-30
福克兰群岛,13.0,0.0,0.0,2020-04-30
蒙特塞拉特,11.0,0.0,1.0,2020-04-30
美国,1070032.0,153947.0,63019.0,2020-05-01
俄罗斯,14917.0,2918.0,93.0,2020-05-01
英国,171253.0,344.0,26771.0,2020-05-01
巴西,87187.0,35935.0,6006.0,2020-05-01
意大利,205463.0,75945.0,27967.0,2020-05-01
西班牙,215216.0,114678.0,24824.0,2020-05-01
秘鲁,36976.0,10405.0,1051.0,2020-05-01
法国,129581.0,49476.0,24376.0,2020-05-01
印度,35365.0,9065.0,1152.0,2020-05-01
荷兰,39791.0,291.0,4893.0,2020-05-01
土耳其,120204.0,48886.0,3174.0,2020-05-01
加拿大,53657.0,21423.0,3223.0,2020-05-01
比利时,49032.0,11892.0,7703.0,2020-05-01
卡塔尔,14096.0,1436.0,12.0,2020-05-01
巴基斯坦,17439.0,4315.0,391.0,2020-05-01
沙特阿拉伯,24097.0,3555.0,169.0,2020-05-01
新加坡,17101.0,1244.0,15.0,2020-05-01
厄瓜多尔,24934.0,1806.0,900.0,2020-05-01
葡萄牙,25045.0,1519.0,989.0,2020-05-01
智利,16023.0,8580.0,227.0,2020-05-01
瑞典,21635.0,1435.0,2667.0,2020-05-01
白俄罗斯,14917.0,2918.0,93.0,2020-05-01
伊朗,95646.0,76318.0,6091.0,2020-05-01
孟加拉国,7667.0,160.0,168.0,2020-05-01
阿联酋,13038.0,2543.0,111.0,2020-05-01
德国,160758.0,126900.0,6481.0,2020-05-01
乌克兰,10861.0,1413.0,272.0,2020-05-01
哥伦比亚,6507.0,1210.0,293.0,2020-05-01
印度尼西亚,10551.0,1591.0,800.0,2020-05-01
波兰,12877.0,3236.0,644.0,2020-05-01
多米尼加,6652.0,993.0,293.0,2020-05-01
墨西哥,19224.0,2627.0,1859.0,2020-05-01
科威特,4377.0,1602.0,30.0,2020-05-01
爱尔兰,20612.0,9233.0,1232.0,2020-05-01
菲律宾,8772.0,1084.0,579.0,2020-05-01
巴拿马,6200.0,455.0,176.0,2020-05-01
挪威,7738.0,0.0,210.0,2020-05-01
埃及,5537.0,1381.0,392.0,2020-05-01
南非,5647.0,2073.0,103.0,2020-05-01
日本,14571.0,3466.0,481.0,2020-05-01
塞尔维亚,10011.0,1668.0,207.0,2020-05-01
罗马尼亚,11978.0,3569.0,675.0,2020-05-01
阿富汗,2171.0,252.0,60.0,2020-05-01
阿根廷,4428.0,1162.0,218.0,2020-05-01
加纳,2074.0,212.0,17.0,2020-05-01
尼日利亚,1932.0,319.0,58.0,2020-05-01
巴林,3169.0,1553.0,8.0,2020-05-01
阿曼,2447.0,495.0,11.0,2020-05-01
以色列,16004.0,8561.0,223.0,2020-05-01
摩洛哥,4529.0,1055.0,171.0,2020-05-01
哈萨克斯坦,3333.0,819.0,25.0,2020-05-01
摩尔多瓦,3897.0,1182.0,116.0,2020-05-01
玻利维亚,1053.0,50.0,80.0,2020-05-01
阿尔及利亚,4006.0,1779.0,450.0,2020-05-01
捷克,7642.0,3281.0,235.0,2020-05-01
亚美尼亚,2148.0,977.0,33.0,2020-05-01
波多黎各,1433.0,0.0,77.0,2020-05-01
奥地利,15424.0,12362.0,584.0,2020-05-01
洪都拉斯,738.0,0.0,66.0,2020-05-01
丹麦,9158.0,6366.0,452.0,2020-05-01
芬兰,4995.0,2500.0,211.0,2020-05-01
瑞士,29586.0,23400.0,1423.0,2020-05-01
苏丹,442.0,39.0,31.0,2020-05-01
匈牙利,2863.0,609.0,323.0,2020-05-01
几内亚,1495.0,329.0,7.0,2020-05-01
保加利亚,1506.0,243.0,64.0,2020-05-01
塞内加尔,1024.0,356.0,9.0,2020-05-01
危地马拉,557.0,0.0,16.0,2020-05-01
喀麦隆,1832.0,934.0,61.0,2020-05-01
马来西亚,6071.0,4210.0,103.0,2020-05-01
古巴,1467.0,525.0,58.0,2020-05-01
马约特,460.0,0.0,4.0,2020-05-01
希腊,2591.0,577.0,140.0,2020-05-01
索马里,601.0,31.0,28.0,2020-05-01
斯洛文尼亚,1418.0,230.0,89.0,2020-05-01
萨尔瓦多,377.0,0.0,9.0,2020-05-01
刚果（金）,572.0,73.0,31.0,2020-05-01
阿塞拜疆,1766.0,1221.0,23.0,2020-05-01
科特迪瓦,1275.0,574.0,14.0,2020-05-01
塔吉克斯坦,15.0,0.0,0.0,2020-05-01
伊拉克,2085.0,1375.0,93.0,2020-05-01
马尔代夫,396.0,17.0,1.0,2020-05-01
加蓬,276.0,67.0,3.0,2020-05-01
韩国,10774.0,9072.0,248.0,2020-05-01
波黑,1689.0,720.0,65.0,2020-05-01
几内亚比绍,197.0,9.0,1.0,2020-05-01
哥斯达黎加,705.0,0.0,6.0,2020-05-01
斯洛伐克,1403.0,558.0,23.0,2020-05-01
黎巴嫩,729.0,192.0,24.0,2020-05-01
巴拉圭,239.0,78.0,9.0,2020-05-01
圣马力诺,563.0,2.0,41.0,2020-05-01
澳大利亚,6767.0,5600.0,93.0,2020-05-01
赤道几内亚,315.0,9.0,1.0,2020-05-01
斯里兰卡,660.0,139.0,7.0,2020-05-01
乌兹别克斯坦,2046.0,1133.0,9.0,2020-05-01
赞比亚共和国,109.0,74.0,3.0,2020-05-01
立陶宛,1449.0,589.0,45.0,2020-05-01
牙买加,381.0,0.0,7.0,2020-05-01
拉脱维亚,858.0,348.0,15.0,2020-05-01
肯尼亚,411.0,150.0,21.0,2020-05-01
留尼旺,420.0,0.0,0.0,2020-05-01
委内瑞拉,329.0,0.0,10.0,2020-05-01
吉尔吉斯斯坦,756.0,504.0,8.0,2020-05-01
爱沙尼亚,1689.0,233.0,52.0,2020-05-01
北马其顿,1442.0,627.0,73.0,2020-05-01
突尼斯,994.0,305.0,41.0,2020-05-01
塞浦路斯,850.0,148.0,20.0,2020-05-01
吉布提,1089.0,642.0,2.0,2020-05-01
塞拉利昂,116.0,14.0,5.0,2020-05-01
刚果（布）,220.0,19.0,9.0,2020-05-01
坦桑尼亚,480.0,167.0,16.0,2020-05-01
马恩岛,309.0,0.0,21.0,2020-05-01
马里,601.0,31.0,28.0,2020-05-01
巴勒斯坦,497.0,77.0,3.0,2020-05-01
格鲁吉亚,566.0,184.0,6.0,2020-05-01
贝宁,69.0,33.0,2.0,2020-05-01
佛得角,113.0,1.0,1.0,2020-05-01
泽西岛,284.0,0.0,20.0,2020-05-01
克罗地亚,2062.0,1288.0,67.0,2020-05-01
安道尔,753.0,468.0,42.0,2020-05-01
根西岛,247.0,0.0,13.0,2020-05-01
尼泊尔,57.0,12.0,0.0,2020-05-01
卢森堡,3802.0,3213.0,92.0,2020-05-01
中非共和国,64.0,10.0,0.0,2020-05-01
乌拉圭,643.0,417.0,17.0,2020-05-01
约旦,453.0,362.0,8.0,2020-05-01
法罗群岛,187.0,0.0,0.0,2020-05-01
阿尔巴尼亚,773.0,422.0,31.0,2020-05-01
尼日尔,719.0,452.0,32.0,2020-05-01
马提尼克,175.0,0.0,14.0,2020-05-01
斯威士兰,100.0,12.0,1.0,2020-05-01
泰国,2960.0,2719.0,54.0,2020-05-01
埃塞俄比亚,131.0,59.0,3.0,2020-05-01
法属圭亚那,125.0,0.0,1.0,2020-05-01
马耳他,467.0,367.0,4.0,2020-05-01
直布罗陀,141.0,0.0,1.0,2020-05-01
关岛,141.0,0.0,5.0,2020-05-01
越南,270.0,169.0,0.0,2020-05-01
瓜德罗普岛,151.0,0.0,13.0,2020-05-01
多哥,116.0,65.0,9.0,2020-05-01
卢旺达,243.0,104.0,0.0,2020-05-01
布基纳法索,645.0,506.0,43.0,2020-05-01
马达加斯加,128.0,71.0,0.0,2020-05-01
钻石公主号邮轮,712.0,574.0,13.0,2020-05-01
缅甸,151.0,17.0,6.0,2020-05-01
百慕大,111.0,0.0,6.0,2020-05-01
利比里亚,141.0,45.0,16.0,2020-05-01
特立尼达和多巴哥,116.0,0.0,8.0,2020-05-01
阿鲁巴,100.0,0.0,2.0,2020-05-01
乌干达,83.0,46.0,0.0,2020-05-01
开曼群岛,73.0,0.0,2.0,2020-05-01
圭亚那,125.0,15.0,9.0,2020-05-01
柬埔寨,122.0,50.0,0.0,2020-05-01
美属维尔京群岛,62.0,0.0,4.0,2020-05-01
黑山,322.0,203.0,7.0,2020-05-01
冰岛,1797.0,1656.0,10.0,2020-05-01
马拉维,37.0,7.0,3.0,2020-05-01
文莱,138.0,115.0,1.0,2020-05-01
毛里塔尼亚,8.0,6.0,1.0,2020-05-01
毛里求斯,334.0,306.0,10.0,2020-05-01
新西兰,1132.0,1214.0,19.0,2020-05-01
中国,652.0,652.0,7.0,2020-05-01
津巴布韦,40.0,5.0,4.0,2020-05-01
冈比亚,11.0,2.0,1.0,2020-05-01
科摩罗,1.0,0.0,0.0,2020-05-01
格林那达,19.0,0.0,0.0,2020-05-01
圣卢西亚,17.0,0.0,0.0,2020-05-01
圣文森特和格林纳丁斯,16.0,0.0,0.0,2020-05-01
土库曼斯坦,0.0,0.0,0.0,2020-05-01
美国,1107815.0,164015.0,65244.0,2020-05-02
俄罗斯,124054.0,15013.0,1222.0,2020-05-02
英国,177454.0,344.0,27510.0,2020-05-02
巴西,92630.0,38039.0,6434.0,2020-05-02
意大利,207428.0,78249.0,28236.0,2020-05-02
西班牙,216582.0,117248.0,25100.0,2020-05-02
秘鲁,40459.0,11129.0,1124.0,2020-05-02
法国,130185.0,50212.0,24594.0,2020-05-02
印度,37776.0,10018.0,1223.0,2020-05-02
荷兰,40236.0,291.0,4987.0,2020-05-02
土耳其,122392.0,53808.0,3258.0,2020-05-02
加拿大,55572.0,23316.0,3446.0,2020-05-02
比利时,49517.0,12211.0,7765.0,2020-05-02
卡塔尔,14872.0,1534.0,12.0,2020-05-02
巴基斯坦,17439.0,4315.0,391.0,2020-05-02
沙特阿拉伯,25459.0,3765.0,176.0,2020-05-02
新加坡,17548.0,1268.0,16.0,2020-05-02
厄瓜多尔,26336.0,1913.0,1063.0,2020-05-02
葡萄牙,25351.0,1671.0,1023.0,2020-05-02
智利,17008.0,9018.0,227.0,2020-05-02
瑞典,22169.0,1435.0,2686.0,2020-05-02
白俄罗斯,15828.0,3117.0,97.0,2020-05-02
伊朗,96448.0,77350.0,6156.0,2020-05-02
孟加拉国,8790.0,177.0,175.0,2020-05-02
阿联酋,13038.0,2543.0,111.0,2020-05-02
德国,161703.0,129000.0,6575.0,2020-05-02
乌克兰,11411.0,1498.0,279.0,2020-05-02
哥伦比亚,7006.0,1210.0,314.0,2020-05-02
印度尼西亚,10843.0,1665.0,831.0,2020-05-02
波兰,13105.0,3491.0,651.0,2020-05-02
多米尼加,6972.0,993.0,301.0,2020-05-02
墨西哥,20739.0,11423.0,1972.0,2020-05-02
科威特,4619.0,1703.0,33.0,2020-05-02
爱尔兰,20833.0,13386.0,1265.0,2020-05-02
菲律宾,8928.0,1124.0,603.0,2020-05-02
巴拿马,6378.0,455.0,178.0,2020-05-02
挪威,7770.0,0.0,210.0,2020-05-02
埃及,5895.0,1460.0,406.0,2020-05-02
南非,5951.0,2382.0,116.0,2020-05-02
日本,14571.0,3466.0,481.0,2020-05-02
塞尔维亚,10175.0,1715.0,211.0,2020-05-02
罗马尼亚,12567.0,4328.0,726.0,2020-05-02
阿富汗,2335.0,310.0,68.0,2020-05-02
